tabel;id_prov;id_kab;id_komoditas;id_kec;prov;kab;kec;n_utp_usaha_selain_ternak_besar_produksinya_seluruhnya_dijual;n_utp_usaha_selain_ternak_besar_produksinya_sebagian_besar_dijual;n_utp_usaha_selain_ternak_besar_produksinya_sisanya_dijual;n_utp_usaha_selain_ternak_besar_produksinya_belum_dijual;jumlah;n_utp_usaha_selain_ternak_besar
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4309;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4309;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4309;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4310;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4310;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4310;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4310;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4310;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4310;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4310;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4310;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4310;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4310;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4310;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4310;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4310;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4310;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4310;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4310;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4310;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4310;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4310;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4310;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4310;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4310;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4311;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4311;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4311;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4311;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4311;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4311;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4311;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4311;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4311;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4311;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4311;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4311;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4311;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4311;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4311;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4311;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4311;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4311;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4311;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4311;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4311;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4311;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4312;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4312;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4312;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4312;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4312;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4312;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4312;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4312;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4312;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4312;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4312;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4312;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4312;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4312;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4312;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4312;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4312;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4312;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4312;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4312;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4312;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4312;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4401;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4401;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4401;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4401;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4401;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4401;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4401;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4401;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4401;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4401;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4401;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;1;1;1
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4401;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4401;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4401;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4401;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4401;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4401;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4401;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;1;1;1
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4401;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4401;[5310081] ALOK BARAT;53;5310;5310081;0;0;1;0;1;1
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4401;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4401;[5310] SIKKA;53;5310;5310999;0;0;1;2;3;3
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4402;[5310010] PAGA;53;5310;5310010;1;1;0;1;3;3
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4402;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4402;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4402;[5310020] LELA;53;5310;5310020;1;0;2;0;3;3
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4402;[5310030] BOLA;53;5310;5310030;2;0;1;0;3;3
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4402;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4402;[5310032] MAPITARA;53;5310;5310032;0;0;3;17;20;20
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4402;[5310040] TALIBURA;53;5310;5310040;5;1;1;3;10;10
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4402;[5310041] WAIGETE;53;5310;5310041;2;2;4;1;9;9
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4402;[5310042] WAIBLAMA;53;5310;5310042;8;0;0;0;8;8
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4402;[5310050] KEWAPANTE;53;5310;5310050;4;3;1;0;8;8
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4402;[5310051] HEWOKLOANG;53;5310;5310051;4;4;4;4;16;16
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4402;[5310052] KANGAE;53;5310;5310052;3;2;0;1;6;6
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4402;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4402;[5310062] KOTING;53;5310;5310062;1;0;1;4;6;6
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4402;[5310063] NELLE;53;5310;5310063;0;1;0;0;1;1
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4402;[5310070] NITA;53;5310;5310070;0;1;0;1;2;2
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4402;[5310071] MAGEPANDA;53;5310;5310071;2;3;0;3;8;8
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4402;[5310080] ALOK;53;5310;5310080;17;22;6;9;54;54
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4402;[5310081] ALOK BARAT;53;5310;5310081;33;14;4;14;65;65
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4402;[5310082] ALOK TIMUR;53;5310;5310082;4;2;2;0;8;8
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4402;[5310] SIKKA;53;5310;5310999;87;56;29;58;230;230
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4403;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4403;[5310011] MEGO;53;5310;5310011;0;0;0;1;1;1
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4403;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4403;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4403;[5310030] BOLA;53;5310;5310030;1;0;0;0;1;1
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4403;[5310031] DORENG;53;5310;5310031;0;0;0;1;1;1
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4403;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4403;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4403;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4403;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4403;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4403;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;1;1;1
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4403;[5310052] KANGAE;53;5310;5310052;1;1;0;0;2;2
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4403;[5310061] PALUE;53;5310;5310061;0;0;1;0;1;1
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4403;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4403;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4403;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4403;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;1;1;1
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4403;[5310080] ALOK;53;5310;5310080;3;1;0;1;5;5
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4403;[5310081] ALOK BARAT;53;5310;5310081;2;0;1;1;4;4
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4403;[5310082] ALOK TIMUR;53;5310;5310082;4;0;0;3;7;7
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4403;[5310] SIKKA;53;5310;5310999;11;2;2;9;24;24
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4404;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4404;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4404;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4404;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4404;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4404;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4404;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4404;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4404;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4404;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4404;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4404;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4404;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4404;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4404;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4404;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4404;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4404;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4404;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4404;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4404;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4404;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4405;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4405;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4405;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4405;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4405;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4405;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4405;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4405;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0
